474, There are two people. They are man and woman. It looks like a couple. It seems that man is about to kissing in the dark. , It shows the appearance of foreign man and woman trying to kissing on black background. A woman is active and very uncomfortable. ," Young woman and man on black background. I face my face, close my eye and get close. I think that it is about to kissing from now. A black background made me feel a secret. ",Man and woman are about to kissing at the moment. Both of them are tied up. I thought that the neck of the woman was strong.,
475," There is a large pit in the center, and what seems to be gravel is poured in from the right hand track. A worker wearing sunglasses washing the truck bed with a hose that seems to have high pressure through the pit. Is it some kind of building material? ", There are lots of purple grains in a large container. It seems to be changing from the box of the next track. There is a man wearing a hose water next to the container. , A man who is turning off the fire display. It seems that man is hosing for the first extinguishing activity in train using a fire extinguisher. ," The man who came in the green basket is spraying jet type water on purple powder. It seems easy, but I think that it deals with danger substances.",
484," A terrific clean ball is flying. Is it a balloon? I fly a lot, but there are various colors and it is beautiful. ", The white fence in the room is reflected. Various color spheres are falling from above. It is a dreamlike world like a candy ball. , There are many spheres with various patterns and sizes in the air. I wonder if it fell down from above. I wonder what kind of situation it is. ," To the other side of the plan, the Super Bowl is flying. There are various kinds and patterns, it's cute, but it feels pop popular.",
494, The ground made of brown rock spreads throughout. The ground was crack and what happening and crack. ," The red brown ground is full of the screen. It seems to be quite dry, and many cracks are made. I see a little thin leaf of green. ", Dry and crack earth. You can see the dyed grass fibers and small stones in places above the broken soil. You can see green plant leaf still above the cracks. ," Land where the drought is progressing. Most of soil only, and you can see how little plant are growing in the back.",
499," A man who plays tennis at a tennis court. I am hungry, but my legs are thin. I am playing with a smile in a bright sun. "," Outdoor tennis court. At the side of the side line, a man wearing sunglasses and wearing white clothes is laughing holding a racket. ","I can see a man playing tennis. Because my hair is thin, I think that it is pretty old, but the figure of sunglasses and grasping the racket is sportsmanship seems cool and cool.",One man is playing tennis wearing sunglasses. Tennis is a sport that anyone can enjoying with young and old. It is healthy.,
507, Violent background from the center occupies the entire screen. Towards the light is a silhouette of five people raising both hand. I wonder something. Or it might be a live band. ," Several man have raised their arms upward and are pose for a million years. It glows bright from the other side, it is black silhouette due to background. "," People who are thousands of years old raising their hand towards the stage. Probably the artist is live, but it can not be seen with a bright light. "," The appearance that people are pleased is shaded by light. Although it is an ordinary sight, the appearance of delight is conveyed more close to black.",
520, A large rock rises in the center of the screen. The sea is spreading and the light of the sun is shining from the back of the rock. I wanted to know how big rocks were made. , The ocean is dry and the coral is completely exposed. The sun is peeping through the coral and shining like light afterwards and it is powerful. I felt the power of nature. ," A terrible rock appear. You are taking a sun directly. I feel dazzling, but rocks cover dazzling. "," Things like a rocky rocky towering up and rocks around it the same way. From the upper right corner of a big rocky mountain, you can see the sunlight a little.",
521," What is this? It looks like fur and it looks like a caterpillar. Because it is bushy, it can be seen in the animal's tail. What is it? ", Broken woods such as dead branch are scattered on the ground The things that might be the body of black and tea are falling in the form of figures 7. It is like a huge caterpillar and it's a bit unpleasant. , There is a black caterpillar on the ground where there is dead grass I'm twitching. It is a big copy. Creepy. do not want to see. , Dry branch and leaf on the asphalt and there are big caterpillar on it. It was so big that I could see the cat's tail for a moment.,
529," Family to eat. A red flower is decoration on the table, and it fits well with the white tablecloth. A girl sitting in the middle is speaking to father. "," On the restaurant table, parent and one small family member are eat. My daughter is looking at woman father. My mother is cutting the dish of woman daughter's dish. "," At the table where bright sunlight enter from the window, three parent and child are eat. Is a small girl sitting in front and a mother sitting side beside woman girl's dish? "," Parent and child taking delicious breakfast in the bright sunlight. The symbolic happy of family members is felt, and it makes me feel pleasant.",
538, The roller coasters are reflected. It is a red lane coaster. The sky is blue and it looks like fine weather. The coaster is approachinging a curved. , The appearance that the roller coaster is running is reflected in the whole. It's a roller coaster with red and blue rails that seem to be thrilling. ," Roller coaster rail and coaster. Behind the blue steel frame, the fact that the red rail curved is threefold. I felt the sense of speed and fear. "," I'm filming how a roller coaster is running. We can see a vacant seat, but the seats behind it are popular and buried.",
541, Is it Angkor Wat in Cambodia? You can see that three woman wearing ethnic costume in ruins play ethnic dance. , woman in Indian folk costume are taking a unique pose for three people in places like old stone ruins. A religious thing peculiar to Indian culture. , Three Indian woman who donation golden accessories dancing smilingly at places like ruins made of dark stones. ," Three woman dressed like clothes like ethnic costume. It's a pretty old masonry place, wearing a golden hat ornament on man head, feet barefoot. I thought it was similar to the dance I saw in Indonesia.",
550,The flag of Canada The part of Maple Leaf is highlighted. Feeling that the color scheme of red and white is bright and clear. ," The flag of Canada is close in its entire. Red and white were used, I thought it was a flag of clear color. "," The canada flag that was projected big. From its appearance with red maple leaf in the center, it feels like Canada's confidence and pride are overflowing. "," There is what seems to be the flag of Canada, the right side is obviously in a state of being folded slightly, but the state on the left side is not shown because it is overlooked.",
558," A  man wearing a hat made of glitter paper sitting in the center. I add a toy with the same color as my hat in my mouth, I thought it was handmade. "," A dark man is wearing a shiny purple paper hat. There is a blowing back in the mouth, three long and thin paper tubes are growing vigorously. "," A black black man is blowing something like a toy whistle on the street. Three tubes are extending straight from the mouth of a man, whether a mechanism in which a thin tube stretches when blowing in. "," An Asian man who blowings a hat and a whistle decoration glittering. I have an item that is likely to be used at the event, but I do not see the event being done.",
570, There are two animal in the grassland where greenery growing. It is brown hair coat. The ears are standing behind and standing. It looks like a donkey. ," Two brown animal are walking in the green meadow. A lot of plant with yellow flower are growing in the vicinity, it seems to appear in one scene of animation. ", There are two quadruped creature of deer like brown color in the ineffective in which green is growing and yellow flower are bloom. I felt relaxing and quiet. ," There are two wild animal in the grass nature. Because it looks like a herbivorous animal, it may be eating food. It is beautiful green as I wrote in a picture.",
577," Cloud flows on the upside There are mountains on the lower side, Sun comes out from the lower side of the center. Whether it is sunrise or sunset. I feel calm. "," The sunset is still sinking all over the screen. The sky is dim, and the surroundings of the sunset are orange colored gradations. It is such a scenery that my heart will become calm just by looking. ", Is the morning sun going to rise? One big light is starting to be drawing from a dark horizon. Sky cloud are still dark. , You can see the gentle mountain ranges over there and the setting sun going down. The sky is dyed orange. The figure of the mountain is backlit and it is black silhouette. , Very refreshing scenery with sunrise. Or the moment when the sunset goes down. Either way it is a beautiful scenery that you can see forever.
584, The kitchen in the center of the screen shows how foreign man and woman are looking at the mixer. In the mixer I am pink and it looks very delicious and I want to taste it. ," Man and woman are making smoothies fun. I have three cups, so I wonder if there is another one. Because both of us are doing sports and looking healthy, this smoothie also probably containing many healthy things. "," Man and woman are making something together with friends, is it breakfast? I also feel couple. You seem to be on good terms. ", There are two man and woman in front of the kitchen's work table. It appear to be cook something with a mixer. There is a big gas stove behind.,
589," It seems that two young man are chatting with  three woman. I can not see the expression of man, but the woman smiled and has a feeling of having a happy conversation. "," A group of five people, two man and three woman, is sitting and talking on the wall. I wonder if they are university students. All the woman are smiling happy. I felt neat and cute. ", Five young people are having a happy conversation. I wonder if it is a classmate or a cute little felt as well. When I was a student I was excited with an unfaithful story. ," Three young woman and one man are sitting and talking on the wall of a red brown brick. There is a man in the front, and man is turning man face to the woman.",
596," Where is the airport? Many planes are stopped. When I look at the sky, the cloud are crowded. The airplane is also big. "," The appearance of the airport is reflected in the whole. Two planes are stopped, and cars and trolleys are placed around. It is a somewhat danger place for an airplane to move. ", The state of the airport is striking. You can see the back of the two passenger airplane on the right side of the screen. Some cars tow the cargo. There is a terminal building in the back. ," There is a building like a white airport, and the plane is stopped in a vast concrete place. There is space in the middle divided into a square, and there are many cloud in the sky.",
599," A vast intersection of the night. It seems to be in Vegas or theme park. A white car came in from the left. There are high rise building on the right side of the screen, and there are high class hotels on the left. "," White passenger car parked on the street at night. building like a castle lit up beside the back road, and tall building line up. ", The city of the night is reflected. Skyscrapers are shining bright. building are build on both sides across the road. A white car is parked on the road. ," You can see that a white car runs in the night city where a hotel like a castle imitating the statue of liberty, a high rise apartment, a castle is light up.",
606, There is a fountain made of brick in the green lawn. family are walking with umbrellas in front of them. I'm laughing happy and I'd like to asking out what kind of conversation I am doing. ," Whether it is a park in the street, there are colorful flower around the stone fountain, and the lawn spreads in the back. I wonder if it is an umbrella for adults, my dad walks from the back like watching a child with a purple umbrella. It is a very amusement sight. "," dad and a young girl who walks with an umbrella in front of the fountain in the garden. My granddad is gazing with a smile from behind, holding purple umbrella almost vertically and walking ahead. "," A man with a black umbrella and a girl with a light purple umbrella are walking near the fountain in the park. It seems that it is not rain around, but both of us have umbrellas and a little discomfort.",
614," A lot of green peas boiling in a white bowl are containing, and the hand of the man who is crushing it with a hand mixer can be seen. Slightly hairy ", A lot of green beans are containing in the white bowl. People are trying to put it on the mixer. Even without seasoning it looks delicious. ," Why is hand mixer stirring green peas in a white ball from the design, from the 1970s? Imagine a home drama. "," There is a large amount of green peas in a white ball, grabbing it with a handheld mixer. It seems that it just started working.",
625," Is it a bicycle taxi? The back of the three wheeled bicycle is seated so that people can be placed like a rickshaw. There are no customer, they are resting lying in the seat. ", There is a thing like a bicycle taxi on the shoulder. The driver seems to be sitting on a roof chair where guests can lie down. , Is it like a three wheeled taxi? Is it a bicycle driver who is lying down like a loading platform and resting? I bet man is tired. , A bicycle that puts customer on the streets of a foreign country is placed on the edge of a road. I feel like I went to the land by assimilating the city with old fashioned transportation.,
628," The woman is facing something, but what is woman doing? There is a person who feels like a mother next to me. I can see the sea. "," A girl in red clothes is looking into the telescope. Watching the mother standing by by the side, I want to see together what kind of landscape can be seen. ", A red one piece girl is looking through the binoculars which are common on the observation deck. A fat woman wearing sunglasses is standing by my side. There is a tattoo on the shoulder. ," There is a girl wearing a light blue dress and a tattoo in woman right shoulder and a girl in a red tube top, and the girl is looking somewhere like big binoculars.",
631," Spacious grassland before the forest. People seem to be sitting, lying down, standing and playing games. It seems that you are comfortable. "," There are many groups in the park of a beautiful green vast vast grass, such as a group sitting in a circle talking and a person lying on man back. In the back you can see a group holding a white round board that hits the light whether you are shooting. "," There are places like vast grass. everybody is keen to think. People playing the guitar, lying down, people chatting each other, each. "," A big park with lawn, you can see that many people are doing whatever they like, such as people playing the guitar, lying down, people walking around.",
634, Several people are sitting in a circle. The place seems to be a place like a park expanding green. It seems that there is one woman like a teacher. ," There are six foreign man and woman on a green lawn sitting in circles. It seems to be taking notes while listening to the story of the woman, and I'd like to asking what kind of story it is talking about. ", Young people are sitting in the shape of a circle round the vast open space of the lawn. There is a woman wearing old sunglasses in the middle. I thought it was an eager young person to study. ," Six people are circling in a place like a park and sitting. According to the support of an adult woman on the back tree, the other five child seem to be writing something.",
638," A vast green forest spreads throughout. Several animal are running around in it, and you can feel enormous nature. "," It is an aerial image of three wild animal running in the meadow zone,. Whether you are trying to escape from something, the desperate appearance seems to show you the instinct.", Three deer rushes over the grass that grew densely on the ground. Nature meadow with places where there are rocks and different types of grasses. ," Three deer is running in a little grass plain. It seems that is chased after somehow, it is very pleasant.",
641, man are rowing boats in the river where the flowing is not moderate. man are going to be flown only in the river flow. ," A man is walking down a canoe and in a very river stream. I have an all in my hand, but the flowing seems to be fast and it seems to be difficult to control. "," A man who enjoying a canoe in a river of intense flow. Because it is hard to do, the red canoes look very small. Because there is sunshine, river descending may be a pleasant sport. ", There are man who are descending in a canoe stream stream. I holding an oar with both hand. man wears a helmet and wears life saving equipment. ," A person riding a red boat is descending a torrential fall by himself. A striking balance, but a dynamic moment that makes you feel the flowing of water quickly."
651, A large cloth of red and blue hanging down. A black hair woman in red dress is walking in front of it. There are lots of large yellow cloths on the ground. ," There are red and blue and big yellow cloth. Red and blue cloths are hung on the walls many times larger than woman. blowing 'in the wind, the yellow cloth fell to the ground. "," Southeast Asian beautiful woman with brown skin are standing wearing red ethnic costume made of soft cloth. Behind it is a vast and long piece of cloth dry, red and blue dyed respectively. It is an exotic and beautiful sight. "," A vivid, red, blue, yellow cloth hanging down and is placed on the ground. One woman is watching it. I thought how beautiful it is.",
655," The terrace of the first floor which is thought to be overseas. Sitting right at the center in the white chair, the man with gray hair and silver glasses is laughing. man figure also in left and right, back. The dark orange lumps are bright impression. "," In a corner of an open cafe style, a white hair man wearing glasses sitting on a white chair is showing man teeth very happy and laughing. There are three man and plant with red flower in the surroundings. Did someone say something fun with something gathering? It looks happy, but it looks happy. ", What is this gentleman laughing at? It seems that you are enjoying a conversation with many friends. Is it like a blue sky restaurant? ," There is a man wearing eyeglasses on white, blue and red and white striped shirt in the middle of the screen, man is laughing at the right side facing. There are red flower around man.",
664,"It looks like a corridor in the hospital. In front of the room, a man wearing a short white shirt in height talks to a woman and a boy standing across from the other side. "," A doctor and two child stand up and talking in front of the operating room of the hospital. There is no smile on the face, it is a scene that is ominous. "," My dad and the two child came to my father's workplace and are talking about something. It looks like a rebellious period, but makes me think that filial piety is important. "," Is this a hospital? My mother and a child are listening to the teacher's story, but what happening to Dad?",
667," A daytime road of snow melting in a mountain town. There is still a little snow on the vast road. A white car is stopping on the right side, and one man is running. I wonder if the car slipped. "," A white car is stopped on the roadway. After that, there is a man running towards the car. There is snow a bit on the road and the snow still remain around the road. "," A single man walks on a frozen ground. One car stopped at the end of the man, but it seems that I slipped on ice. "," A man is running on a road on a snow country towards a car. Although it is running, it is strange that it makes me look peaceful thanks to the scenery.",
675, Gray animal are sleeping on the bridge made of wood. I slept in three and two. The water is light green. I wonder if it is Sea Lion There are big Sea Lion and small Sea Lion and they look like parents. ," Five seals are lined up side by side like a bridge made of boards. It is divided into 3 and 2 heads, whether two family are taking a break. lovely. "," It seems that woman is taking a nap and taking a nap is funny and pretty. I think that it is surely a family member. It is wonderful that parent and part of their child are in touch. it seems to be somewhere in the zoo. But if I feel happy like this, I think that I am cherish. "," In the place like a pier made of wood, Ashikaga lies down. There are three small sea lions, as close to two big sea lions.",
685," It looks like an up image of a spider web. It turned out that the state of the mesh is different between the center and the outside. I never observation thoroughly, so I think I could find such a different. "," One spider web is shown. It is beautiful knitted. The thread is transparent, shines white with light, it is delicate and beautiful. "," Whether it is a spider's nest or light, I think that it is beautiful without feeling bad feelings and dirty feelings everyday. Some insect will get caught up with this glow. ", Spider covers appear in space. The figure of the spider is not reflected. The web of spider webs is covering with fine white yarn with fine transparency.,
689, Image as if we observing the sun. There is a fair hot burning part and a dark part. Is the black part a black dot? It is understood that it is a spherical object from the contour on the right side. , It seems to be an image of the surface of the sun. It is black and orange colored spots. You can see that it is treble. There is a part that is in a black circle. , It is a clear image of the sun's black spot. It is quite strange that it is black as if there was a hole perfect there. A sun that shines red like a lava. I feel a tremendous fever. ," The planet in the universe is burning, raising a flame of flame. It is fantastic, but it is a violent flame that makes you feel horror as well.",
694, On the street of Ishida's drama a woman with a slightly old feeling white dress shows woman hand. There is a cushion on the bed beside me. Even though it is outside. I wonder if man is playing. , A  woman wearing a white color dress raises woman hand in the center. I'd like to see what it is doing is illuminated with lights. ," Entertainment is taking place outside the building at night, and a lot of people are gathering. A woman wearing a white hat in a white dress in the center raises both hand. "," In a corner of a place like a residential area at night, it seems that a woman illuminated by a light is playing something. People around you are watching. Is it an outdoor theater of street performance or something?",
700, A woman wearing a blue clothes wrapping in a white cloth is wearing something with a light blue pencil. The faucet is on the left side. There is also a sink. ," Two students sitting in the classroom and taking notes with a pen. experiment instruments were placed on the desk, I thought that they were keen to study. "," It seems that girl are doing research on the window. You can see beaker and small microscopes. I do not feel modern, but I have a feeling of clean. ", The girl studying with natural light in front of the glass ventilation windows. I wear a white cloth on my head and I wear a blue uniform with a light blue collar. Place beaker on the desk and writing something.,
706, A woman is brush woman hair in front of a mirror. It is clean and straight hair and it seems to be careful care. , Is this woman going out? Looking at the mirror seems to have no problem with the hair set. Hair is the woman's life. It is something I always want to keep clean. , A woman who straightens woman hair towards the mirror. I am suffering while imagining myself after cutting or cutting the hair which has become long. ," In front of the mirror, a black long hair woman has a black brush and is brush. The face of the woman over the mirror is seriously so it feels like desperate",
721," The skating rink in the building street. A lot of people are enjoying skating. Evening, the lights are starting to light up. The windows of the building can also see the light. ", There are many people on the outdoor skating rink in the town and it is sliding fun. Tall skyscrapers are lined around. , Many people are skating and having fun at the skating rink. The child are sliding fun and want to slide together. ," Skate rings are installed in the streets lined with skyscrapers. Many people are skating sliding happy. Despite the oppressive feeling of high rise building, it is a leisure spot.",
725, Six people of man and woman are looking at the sea while eating something on the beach. There seemed to be something in the surroundings and I thought whether there was a man holding a camera in the back so I was taking some photos. ," I do not know if it is a sea like a river or a lake, but there is a sand beach on the waterfront, where a number of people are sitting. There is a ship like a pleasure boat in front of that. ", People who are seen as family on the sand beaches inside the quay are sitting on the waterfront and dining. Two story pleasure boat is anchored at the beach with a rope. , People sitting on the beach and having food. There is a man who photographs it with the camera in the back left. The ship is stopped in front of my eye. There are also people in the ship.,
730, Machine is shown. Large screws are shown. It seems that white and twisted ones are coming out one after another from the machine. ," A lot of white objects are falling on a large gray machine. It has a meat like a bowel, it is very creepy. "," Inside the metal fence, something like white paper scraps is cemented. I thought it was a place to collecting garbage in the garbage disposal site. I did not think that it was so messy. ", I am shooting some work on the machine. It has a shape like a large chopping potato. It is similar in shape to things sold in frozen.,
739," The green ground is spreading. Trees growing thick in the back. It is like a plateau in the meadow. The deep tree is deep green, the foreground is light green. It looks like it was taken from the sky. "," I am looking at the hill in a vast mountain with a bird's eye view. It is a peaceful sight that the deer or something is walking side by side around the center, and the grass is up on the right side. Be healed. "," Although it is a herbivorous animal running around in nature, it seems like the trees are sparsely growing, or the image such as ""avoiding"" or ""escape"" are found rather than ""freedom"". I feel like I have to find a place to escape from the natural enemies. "," There is a short grass plain, and there is also a high tree forest beside. In the plain, it seems small that a deer ran over and runs across it.",
743, Large fountain. The bubble in the middle is thick and powerful. Small balloons around them enclosed a thick balloon in the circumference. It is beautiful lined in order. ," There is a circle pond, there are many fountains that extending vertical in the center and small fountains that drawing arcs inward to surround it. Everything is regular. "," People relaxing square. It is like a water campfire, with a number of small fountains surrounding the center powerful water column. "," There is a circle fountain in the park. There is a thick water column in the center, and water is sweeping vigorously. Thin water draws out a child towards the center and comes out around.",
750, Green grassland spreads throughout. A big sunset is sunk in front of my eye and the sky is dyed orange. It's a sight that I want to sit and watch forever. ," There is a bush with green thin grass, and there is a stream like a small canal in the center. I can see there are several building in the flat in the distant. "," The sunset is shining the meadow. Beyond the grassland there are several houses like silhouettes. The grassland is hollow in the center, it seems there is a road or a stream. ", It seems that the sunset is still going to sink in the sky with little cloud. Nature is abundant and there are few houses. There are many weeds that have growing long before you.,
753," There are carcasses of animal in the snow covering land. Black bird like the bones that eating their meat. Several bird are cluster. In the winter season, it is probably valuable food in the absent of food. "," There is an animal carcass on the snow, a lot of crows gathered, and the meat is pecked up. I feel uncomfortable to see the red color of the meat and the hair of the animal. ","Black crows are eating something of meat. What kind of animal? In the snow, things like red meat looks lively. ", The crows are eating the animal 's carcass flesh. It is a bit scary to see such a figure of crow without  image of carnivorous eating.,
757," Firewood is on fire and it is burning bright. The pot next to it has onions, ginseng, and I thought whether I was making curry with camping from trying to put meat again. "," It seems to be cook with bonfire. I am using drums instead of pots, something boiling inside and trying to add ingredients there. ", potato and carrots resemble pots like a black can substitute for outdoor bonfire. Slightly fire meat is going to be put there. ," Tree with fire. There is a can like a pot next to it, and also containing ingredients. I am about to put in new ingredients right from there.",
764, Silver helicopter is flying in the center. I can see the helicopter there. The sky is slightly gray. cloud are spreading to the left. , One helicopter is flying against the blue sky. The propeller was spinning and I was wondering at how fast it was flying. ," A helicopter is flying in the sky. I feel that I feel heavy and not much speed, rather than being flying with color. ", A green helicopter is flying in the sky. It seems to be written on the side of the airplane as United States of America. It seems not to be for private use.,
770, Two man and woman are cook on a table placed in a dim room. I had the same logo on the apron and I thought it was a famous chef. , Is this a restaurant somewhere? I cook with serious considering. It seems to be busy with just two man and woman. It seems to be a delicious dish. , Man and woman stand in the kitchen in the cook classroom. I wonder if the dish you will make will make pizza. I am looking forward to the completed. ," While cook a man and a woman in front of the table in the room, I cook. Man is trying to put sour cream on butter knife, and woman are feeding vegetables from bags. It is a kind of Fuke which is doing preparations before opening the store and working silently.",
774, The figherman is watering the car with a hose. The car is sipping black and the front is destroyed. There are plenty of grass. There is a white mass like snow on the ground. , There is a red fire engine stopped in the center. Three fire engines are erasing the fire of the burning car. I wondered what kind of principle the water comes from the car. ," figherman who fighting fire fighting on a frozen road in winter. It looks like a foreign country from a fire engine, but a compact car that burnt in flame looks like a car. "," figherman is engaged in car extiguishing activity. It seems that three people have a hose and it has finished extinguishing the car, but the car burns almost.",
784," There is a woman in the center of the screen wearing a white wedding dress. In the trees full of green, the light of the sun is shining in and it is a place to become a picture. "," The bride and groom is preparing for photoshoot in the green of the park. The groom is trying to fix the dress caught on something at the bride's feet. The photographer is calling, but I care whether I can arranging  for an alternative dress. "," Yellow green leaf and grass green are reflected. Outside, there is a person wearing a wedding dress, a person like an assistant beside it, and a woman holding a camera on the left. I wondered if it was a wedding ceremony or not. ", The bride and its groom wearing a white outfit on the grass. A woman who seems to be a photographer is walking while calling.,
787," Waves to rock and sunrise or sunset. Splashes dyed pale yellow, thin blue in the sky, now a combination of sea and gray soft impression. "," A large square stone looks piled up in front. The waves are struck there, and it shines in the sunlight that is inserted diagonal. The ocean spreads, cloud shelve. "," I can see the magnificent sea. Although a white waves splash hits the stone piled in front, there is also vandalism, but the shining sea surface is beautiful illuminated by the sunset, and there is calm. ", Evening stained at sunset. The sun is reflected on the waves and it is beautiful. The waves hitting the rocks and gave a big waves splash.,
796," A black and white dog is watching the right side. The bottom is red. It seems my eye are moist. I have a collar with black, red, white and purple patterns. The background is gray. ", A black dog looks up at the top with man mouth open. The face part is white and it is wearing a red collar. I wonder what is behind the line of sight. ," There is glossy on the hair and a dog with a collar is looking up on the top. It looks as if man is looking up at man owner, man has a gentle look. "," Head and body black, face and belly white dog looking up. It has a collar and a lead, and seems to look up to the lead owner. My eye are shining.",
801," The seaside is spreading. There is a mountain behind the sea, cloud are flowing in the sky. The sea and the sky are dyed as a whole in pink and it is very beautiful. I would like to see such a scenery. "," Extensive ocean is spread all over the screen. The setting sun is setting or the sky is glowing red, I want to see it as a living mysterious. "," Is it a lake somewhere? You can see the other side well, but the sunshining light is strangely wrapping in pink and it is very fantastic. ", You can see the ocean with little waves. It is stained red with the sunset. It is close to a deep pink color. There is no one. ," The sunset is red in the sea or the lake, or the color tastes fear in the grotesque. It is eerie to think that it was red black color."
805, Two small cloud are floating in the blue sky. Large trees are growing on the left side. Two trees are growing on the right side. There is a ropeway between the right and left trees. That the vehicle of the ropeway is in front of you. ," A lifting lift in the forest. The sun is shining in a crystal clear sky. The lift has a vast that seems to be able to ride about seven people sideways, and there is a person riding alone. ", Lift is reflected. It is a type of lift where two people sit together. It seems that a single person is on the lift. The sky is fine weather. ," The ropeway from summer to autumn can be sunny in the sky, but I think that it is better to turn the autumn leaf a little more.",
811," I saw Kusamura up. While a deep green Tuntunshita grass is growing, you can see a dark purple little flower is in bloom. "," A purple flower in one flower is bloom in the grass. If you take the camera with the same line of sight as the insect, a different world spreads out as usual. ", A lot of thin long leaf of green are growing. It looks like an iris leaf. I can see some blue purple flower bloom near the ground. The color of the flower is very vivid and beautiful. , Where there are plenty of elongated leaves. Purple flower are shown as chirals. I wanted to be healed in such nature.,
816, Large big trees collapse in the center of the screen. It is about to be cut by a person with a chain saw. I wonder what I am cutting for. ," Up in the snow, trying to cut with a chain saw the big tree that lay. This chainsaw is a tree of a size that is likely to be in the hand. ", A thick tree lies in the place where snow is piled up. A chainsaw is reflected on it. I thought that it was time to cut this tree from now on. I think hard work seems to be hard. , Large electric saw. man seems to cut the tree lying on the ground. White snow is still piled on the other side of the tree.,
820, The very small grains are spilled. It is cute with colorful colors. What have you spilled? It is a terrible number. , Small balls with colorful colors on a white background are scattered all over. I thought that something broken and scattered. ," A lot of spheres like fine detail beads are spoiled. I thought it was a white space, but when I look close it is slightly pink. "," Small beads with various colors such as red, yellow and blue are scattered on a pure white floor. I can see that the bead is bouncing due to the light hitting",
823," Two people ride in the vehicle in the amusement park. Fluorescent lights and lights like yellow dot lines on the steel made roof, red tail lamps of the vehicles shine. "," Indoor gokart place. A lot of round gokart with red triangle flags are moving. In the room with slightly dark blue, the white of the ceiling, red, orange lights are colorful, there is a very good atmosphere. ", It shows a place like an amusement park. I'm on something like a small round disk about two people. Each ride has a red flag. ," Is it an overseas game center? In a dim lit place, there is a flashy light on the ceiling. You can see some vehicles for attraction are moving.",
835," Record up. I can see my fingers. It seems to be where the needle is dropped into a record. Whether the record is a foreign one, letters are shown in the center. Brown is shown at the lower left. "," Up record base and record needle. A hand is reflected on the needle, and since the needle is on the outer circumference of the record, I just placed the needle. I am concerned about the genres of music that I can hear from now. "," I guess this is surely a nostalgic record. It is a record of a time when communication means than now and the number of music which flowing less than now is few, but it is music that of the era that was like yesterday. ", It seems to be the moment the player needle is dropped in the record. I can see a hand with a needle a little. It feels like a quite old record player.,
843, bird are stopping in a small iron square cage. It seems that the bait in the basket is the target. The bird are feeding their baits while holding them in their baskets with their feet,"bird trying to eating bait in the basket desperate. I got a good one, but I can not take it easy and I am desperate clinging.",A small basket of metal is hanging. There are things like solidified oatmeal inside and two bird staying outside the basket are deadlocked hard. Be pretty and be a gentle feeling,"Bait is containing in a metal cage. A gray bird is stuck in the basket. It was pretty, so I was watching and healed",
847," In the evening, the broad street where shops with lots of snow and lots of lights lined up. Snow of rain is often falling. People are walking in without wearing an umbrella. ", Scenery of shopping street in the evening where the snow is lit up and light up. The orange light continuing from the shop 's roof and trees is shining. People in the court are walking a lot. Snow is also accumulate on trees and the ground. , The tremendous snow is falling. What country is it? Driving a car is extremely danger if it snows this much. Light decoration is beautiful. , The avenue of the city is reflected and snow is falling. Snow is going on the branch of the tree on the right and snow is piled up on the center road.,
849, A lot of people are gathered  on the ground. Several balloons are flying towards the sky. A big balloon of Coca Cola is about to swell. , It seems to be in the process of inflated a big balloon shaped like a bottle of Coca Cola. A lot of people are crowded around. , A lot of people are gathered  around a balloon shaped like a Coca Cola bottle. The very big balloon looks like it will collapse in the front. ," At the ground, a big drink bottle type balloon is inflated. While being watched by many people, it is about 20% to completed. A great cheer will rise as it is completed.",
862, A horse is running in the green grass. A person wearing black clothes was on top of the horse and I was wondering where man was going. ," At first glance it seems like a man can run a meadow with a horse, but when looking close, there is a handgun on the right hand of a man, and a smoke is reflected in the upper right, which may have been shot one shot. It seems like taken for a special filming or something, because man appearance is like a uniform that feels period objects. I think it was not a real case. ", Mature guy heading here on a horse in the meadow. It seems to have a gun on the right hand. There are white mist and brown shadow in the surroundings. ," In the high growth grass, I can see a brown horse and a man whose whole body black is straddled by him. It looks like rich people, the spirit that straddles the horse further spurs.",
867, You can see some people in the shopping mall. It looks like night. A woman with short sleeve short sleeve short sleeve short sleeve and short toe pants is holding hand in the center. There is a sign with a letter of Christmas on top. In the left view you can see the back of the person who is picking the item. , Shopping mall with signboard of Jolly Roger in the center. shopping in warm or short sleeping appearance stand out. I would like to see what kinds of products are lined up. ," A lively city for tourists. There is a cheap and junk atmosphere on the spot. But if it is a short tourism, its lightness and cheap is one condition that can enjoying freedom. I feel like walking while drink beer or laughing from the bottom of my belly. "," The first floor of the building is a passageway, a lot of shops are lined up, and the light is bright. man and woman who are shopping are walking a lot.",
870, A sea turtle is swimming in a blue sea. I feel relaxing. The water is very clear and the ocean floor is white. The shadow of the sea turtle is reflected on the ocean floor. , There is a tortoise of elegant swimming in the center in the seabed. I was wondering what I was eating and living on a very big turtle. ," Sea turtle swimming in a clear, sweet blue underwater. The shadow reflected in the white ocean sand is like an astronaut who enjoying zero gravity flight. "," In the ocean where the sand sea floor spreads, one turtle swims with the camera facing the camera. There is sand on the other side of the turtle and you can see the appearance of small fish.",
