image_id,present_words
641,"balance,boat,canoe,canoeing,control,descending,descent,difficult,dynamic,enjoys,equipment,fall,fast,flow,flown,hand,hard,he,helmet,himself,hold,intense,lifesaving,man,may,men,moderate,moment,oar,person,pleasant,quickly,red,riding,river,rowing,small,sport,stream,striking,sunshine,torrential,walking,water,wear,worried"
651,"asian,beautiful,behind,big,blackhaired,blowin,blue,brown,cloth,costume,dress,dried,dyed,ethnic,exotic,fell,front,ground,hang,hung,large,larger,long,made,many,one,piece,placed,red,respectively,sight,skin,soft,southeast,standing,time,vivid,walking,wall,watching,wearing,wide,wind,woman,yellow"
655,"around,back,blue,bright,cafe,center,chair,conversation,corner,dark,did,enjoying,eyeglass,facing,figure,floor,flower,friend,fun,gathering,gentleman,glass,gray,hair,happy,he,impression,laughing,lump,male,man,many,men,middle,open,orange,overseas,plant,red,restaurant,say,screen,shirt,showing,silver,sitting,sky,someone,striped,style,surroundings,teeth,terrace,three,wearing,white,whitehaired"
664,"across,boy,came,child,corridor,dad,doctor,face,father,filial,front,happened,height,hospital,important,listening,man,mother,ominous,operating,period,piety,rebellious,room,scene,shirt,short,smile,stand,standing,story,talk,talking,teacher,two,wearing,white,woman,workplace"
667,"around,bit,car,country,daytime,end,frozen,ground,ice,little,man,melting,mountain,one,peaceful,remains,road,roadway,running,scenery,single,slipped,snow,still,stopped,stopping,strange,thanks,towards,town,walk,white,wide,wonder"
675,"animal,big,board,break,bridge,cherished,child,close,divided,family,five,funny,gray,green,happy,head,lie,light,lined,lion,lovely,made,member,nap,parent,part,pier,place,possible,pretty,sea,seal,she,sleeping,slept,small,somewhere,surely,taking,three,touch,two,water,weave,wonder,wonderful,wood,zoo"
685,"appear,bad,beautiful,beautifully,between,caught,center,cover,covered,delicate,difference,different,dirty,everyday,feeling,figure,find,fine,glow,image,insect,knitted,light,mesh,nest,never,observed,one,outside,reflected,shine,shown,space,spider,state,thoroughly,thread,transparency,transparent,turned,web,white,without,yarn"
689,"black,burning,circle,clear,colored,contour,dark,dot,fairly,fantastic,fever,flame,hole,horror,hot,image,lava,object,observed,orange,part,perfectly,planet,raising,reddish,shine,spherical,spot,strange,sun,surface,treble,tremendous,understood,universe,violent,well"
694,"area,around,bed,beside,building,center,corner,cushion,drama,dress,entertainment,even,feeling,gathering,hand,hat,he,her,id,illuminated,ishidas,light,night,old,outdoor,outside,people,performance,place,playing,raise,residential,show,slightly,street,taking,theater,visitor,wearing,white,woman,wonder"
700,"beaker,blue,classroom,cleanliness,cloth,clothing,collar,desk,experimental,faucet,feeling,front,girl,glass,head,instrument,keen,light,microscope,modern,natural,note,pen,pencil,place,placed,research,sink,sitting,small,student,study,studying,taking,two,uniform,ventilation,wear,wearing,white,window,woman,wrapped,write"
706,"always,become,black,brush,brushing,care,carefully,clean,cutting,desperate,face,fashion,female,front,hair,her,imagining,keep,life,long,longhaired,looking,mirror,myself,over,problem,seriously,set,straight,straightens,suffering,towards,woman"
721,"around,building,child,despite,enjoying,evening,feeling,fun,happily,having,highrise,ingenious,installed,leisure,light,lined,many,one,oppressive,outdoor,people,picture,ring,rink,skate,skating,skyscraper,slide,sliding,spot,starting,street,tall,together,town,window"
725,"anchored,back,beach,boat,camera,dining,eating,eye,family,food,front,having,holding,inside,lake,looking,man,men,number,people,photo,photograph,photography,pleasure,quay,river,rope,sandy,sea,seemed,seen,ship,sitting,six,stopped,surroundings,taking,twostory,waterfront,waterside,woman"
730,"another,bowel,cemented,chopped,collect,coming,creepy,did,disposal,falling,fence,frozen,garbage,gray,inside,japan,large,machine,meat,messy,metal,object,one,paper,place,potato,scrap,screw,shape,shooting,shown,similar,site,sold,twisted,white,work"
739,"across,animal,around,avoidance,back,beside,birdseye,center,deep,deer,enemy,escape,find,foreground,forest,found,freedom,grass,green,ground,grow,growing,healed,herbivorous,hide,high,hill,image,light,looking,meadow,mountain,natural,nature,over,peaceful,picked,picture,place,plain,plateau,ran,rather,run,running,short,sight,sky,small,sparsely,spreading,taken,thick,tree,trees,view,walking,wide"
743,"arc,around,balloon,beautifully,bubble,campfire,center,central,child,circular,circumference,column,draw,enclose,everything,extend,fountain,inward,large,lined,many,middle,number,order,park,peoples,pond,powerful,regular,relaxing,small,square,surround,surrounding,sweeping,thick,thin,towards,vertically,vigorously,water"
750,"abundant,beyond,big,building,bush,canal,center,cloud,distance,dyed,eye,few,flat,forever,front,grass,grassland,green,grown,hollow,house,houseslike,little,long,many,meadow,nature,orange,road,several,shining,sight,silhouette,sink,sit,sky,small,spread,still,stream,sunk,sunset,thin,throughout,watch,weed"
753,"absence,animal,bird,bit,black,bone,carcass,carnivorous,clustered,covered,crow,damping,eat,eating,figure,flesh,food,gathered,hair,image,japan,japanese,kind,land,lively,meat,picked,probably,pure,red,s,scary,season,several,snow,uncomfortable,valuable,winter,without"
757,"add,black,boiled,bonfire,brightly,burning,camping,carrot,contains,cooking,curry,drum,fiery,fire,firewood,ingredient,inside,instead,making,meat,new,onion,outdoor,pot,potatoes,put,resemble,slightly,substitute,tree,using"
764,"against,aircraft,america,being,blue,center,clouds,fast,flying,gray,green,heavy,helicopter,much,one,private,propeller,rather,silver,sky,slightly,speed,spinning,spreading,states,united,wondering,written"
770,"apron,bag,busy,butter,chef,classroom,completion,consideration,cook,cooking,cream,delicious,dim,dish,famous,feeding,forward,front,kind,kitchen,knife,logo,looking,man,opening,pizza,placed,preparation,put,restaurant,room,same,serious,silently,somewhere,sour,stand,store,table,two,vegetable,woman,wonder,working"
774,"activity,almost,black,burn,burned,burning,car,center,compact,country,destroyed,digesting,digestive,engaged,engine,erasing,fight,fighting,finished,fire,firefighter,firefighters,flame,foreign,front,frozen,grass,ground,hose,japanese,kind,mass,people,plenty,principle,red,road,sipping,snow,stopped,three,water,watering,white,winter,wondered"
784,"alternative,arrange,assistant,become,beside,bride,calling,camera,care,caught,center,ceremony,dress,foot,full,grass,green,groom,holding,leaf,light,manage,outfit,outside,park,person,photographer,photography,picture,place,plugged,preparing,reflected,screen,sun,tree,vividly,walking,wearing,wedding,white,woman,wondered,yellow"
787,"beautiful,big,blue,calmness,cloud,combination,diagonally,dyed,evening,front,gave,gray,hit,illuminated,impression,inserted,large,magnificent,ocean,pale,piled,reflected,rock,sea,shelve,shine,shining,sky,soft,splash,splashes,spread,square,stained,stone,struck,sun,sunlight,sunrise,sunset,surface,thin,vandalism,wave,waves,white,yellow"
796,"background,behind,belly,black,body,bottom,collar,dog,eye,face,gentle,gloss,gray,hair,he,head,lead,line,looking,moist,mouth,open,owner,part,pattern,purple,red,shining,sight,top,watching,wearing,white,wonder"
801,"beautiful,behind,black,close,cloud,deep,dyed,eerie,extensive,fantastic,fear,flowing,glowing,grotesque,lake,light,little,living,mountain,mysterious,ocean,one,over,photographed,pink,red,scenery,screen,sea,seaside,setting,sky,somewhere,spread,spreading,stained,strangely,sun,sunset,sunshining,taste,wave,wavesprings,well,whole,wrapped"
805,"able,alone,autumn,better,between,blue,clear,cloud,crystal,fine,floating,forest,front,growing,large,leaf,lift,lifting,little,more,people,person,reflected,ride,riding,ropeway,seven,shining,sideways,single,sit,sky,small,summer,sun,sunny,together,tree,turn,two,type,vehicle,weather,width"
811,"beautiful,bloom,blooming,bluepurple,camera,dark,deep,different,elongated,flower,grass,green,ground,growing,healed,insect,iris,leaf,line,little,long,nature,near,one,plenty,purple,same,saw,sight,spread,thin,usual,visible,vivid,wanted,world"
816,"best,big,center,chain,chainsaw,collapse,cut,cutting,electric,ground,hand,hard,he,large,lay,lie,likely,lying,person,piled,place,please,reflected,saw,screen,size,snow,still,thick,time,tree,white,wonder,work"
820,"background,ball,bead,blue,bouncing,broke,closely,colorful,cute,detailing,due,fine,floor,grain,hit,light,number,over,pinky,pure,red,scattered,small,space,sphere,spilled,spoiled,terrible,vaguely,various,white,yellow"
823,"amusement,atmosphere,attraction,blue,ceiling,center,colorful,dark,dimly,disk,dotted,flag,flashy,fluorescent,game,gokarting,gokarts,good,indoor,lamp,light,line,lit,moving,orange,overseas,park,people,place,red,ride,roof,room,round,shine,show,slightly,small,steelmade,tail,triangle,two,vehicle,white,yellow"
835,"base,brown,center,circumference,communication,concerned,dropped,era,few,finger,flowed,foreign,genre,guess,hand,hear,letter,limited,little,lower,lp,mean,moment,music,needle,nostalgic,number,old,one,outer,placed,player,record,reflected,reminds,sparkling,surely,time,visible,yesterday,youthful"
843,"bait,basket,bird,birds,cage,clinging,contained,deadlocked,desperately,easily,eat,feeding,feeling,foot,gentle,good,got,gray,hanging,hard,healed,holding,inside,iron,metal,oatmeal,one,outside,pretty,small,solidified,square,staying,stopping,stuck,target,two,watching"
847,"accumulating,avenue,beautiful,branch,broad,car,central,chirping,city,continuing,country,court,dangerous,decoration,driving,evening,extremely,falling,ground,light,lighted,lined,lit,much,often,orange,people,piled,rain,reflected,road,roof,s,scenery,shining,shop,shopping,snow,street,tree,tremendous,umbrella,walking,wearing,without"
849,"around,balloon,being,big,bottle,cheer,cocacola,collapse,completed,completion,crowded,drink,flying,front,gathering,great,ground,inflated,inflating,many,people,process,rise,several,shaped,sky,swell,towards,type,watched"
862,"appearance,been,black,body,brown,case,closely,clothes,filming,further,glance,grass,green,growth,gun,guy,hand,handgun,he,heading,here,high,him,horse,looking,man,mature,may,meadow,mist,object,one,people,period,person,picture,real,reflected,rich,run,running,shadow,shot,smoke,special,spirit,spur,straddle,straddled,surroundings,taken,top,uniform,upper,wearing,white,whole,whose,wish,wondering"
867,"appearance,atmosphere,back,beer,belly,bottom,bright,building,center,cheap,cheapness,christmas,city,condition,drinking,enjoy,floor,freedom,fully,hand,holding,item,jolly,junky,kind,laughing,letter,lighting,lightness,lined,lively,mall,men,night,one,pant,passageway,people,person,picking,product,roger,shop,shopper,shoppers,shopping,short,shortsleeping,shortsleeved,sign,signboard,spot,stand,top,tourism,tourist,view,walking,warm,woman"
870,"appearance,astronaut,big,blue,camera,center,clear,eating,elegant,enjoys,facing,fish,flight,floor,gravity,living,ocean,one,reflected,relaxed,sand,sandy,sea,seabed,shadow,small,spread,sweet,swim,swimming,tortoise,turtle,underwater,water,white,wondering,zero"
875,"above,airplane,anyway,being,blue,camera,cloud,covered,earth,edge,fine,flowing,helicopter,image,imagine,looked,looking,machine,many,observing,ocean,over,reflected,satellite,scattered,scenery,seen,ship,sky,small,space,spaceship,special,spread,thin,thinly,universe,white,window"
880,"above,around,art,back,become,behind,big,blonde,blowing,cliff,created,earth,enjoying,front,hair,hand,her,high,holding,hoodie,instead,knee,layer,leg,many,mountain,nature,opposite,overlooking,picture,pink,position,range,red,rocky,scenery,screen,seen,shoulder,single,sitting,size,skin,spreading,standing,stratum,stroke,struggling,tied,trouble,visible,wearing,wind,woman"
895,"amazing,back,been,child,cold,enjoy,enjoying,fine,good,green,image,lift,long,mountain,over,person,piled,quickly,raising,seen,skate,ski,skier,skiing,sky,sliding,slipping,slope,snow,snowing,splash,sunny,time,wear,wearing,weather,winter,yellow"
897,"big,blowing,blue,brown,center,circular,cloud,crater,dark,densely,dented,digging,earth,flat,floating,further,gray,ground,hole,hot,inside,kind,middle,mountain,mouth,photograph,place,plain,rise,rising,round,screen,seen,sight,sky,smoke,soil,spread,spreading,spring,standing,steam,still,volcano,white,whole,wonder"
901,"across,beach,beachfront,behind,beside,center,couple,dark,diagonally,did,difference,face,family,fun,hand,having,height,important,lining,member,one,parent,people,person,pushing,quarrel,rather,reflected,sea,seaside,standing,story,stroller,supposed,two,waist,waterside"
910,"another,behind,best,blonde,blue,boat,compete,distance,driving,drowned,enjoying,forest,four,front,head,ladies,lake,men,motor,motorboat,one,people,picture,piloting,properly,riding,running,sea,seen,ship,sitting,spreading,standing,surface,three,throughout,two,water,woman,worry"
914,"activity,affixed,board,clarify,counted,demonstration,difficult,face,few,filled,find,gathered,gathering,holding,hot,illustration,installed,interesting,looking,many,one,overflowing,paper,people,photo,picture,place,raising,reflected,s,several,sky,taken,tent,toilet,wrote"
916,"across,balcony,beautiful,became,beyond,big,brown,building,castle,chatting,costume,country,dress,ethnic,fence,fine,forest,front,green,indian,interested,looking,national,nice,orange,over,palace,place,red,regular,sally,stand,standing,street,temple,terrace,three,wearing,woman,wonderful"
918,"above,black,board,brown,coin,coins,content,covered,desk,dropped,falling,foreign,impersonalizing,made,many,moment,reflected,seven,several,shadow,show,silver,state,thin,top,torso,tree,wallet,whole,wondered,wooden"
933,"around,back,backlit,behind,bunch,bundle,casual,cedar,crane,dead,did,due,even,extent,eye,field,flat,girl,grass,grassy,green,harvested,hatched,having,hay,head,here,herring,hold,japanese,lining,long,middle,much,picture,place,reflected,season,she,short,sits,sitting,sleeve,smiling,spread,spreading,still,stock,straw,thinking,time,toilet,took,tree,wearing,wheat,why,woman,wonder,yet,young"
939,"beautiful,beauty,big,bronze,building,built,center,chinese,cobblestone,dark,everything,felt,float,floating,front,full,god,great,hall,historical,image,kind,light,line,lined,lit,main,many,masonry,mausoleum,moon,night,person,rare,reminiscent,same,sarcasm,shaped,she,shrine,sky,staring,statue,stone,stones,stretch,temple,time,visiting,watched"
943,"above,angle,beard,beautiful,black,blue,bottom,center,cloud,concerned,cotton,dark,day,dense,edge,few,floating,future,image,looking,man,may,meaningless,near,picture,rain,screen,several,sky,small,storm,sunny,surface,upper,upsidedown,white,whole,wonder"
950,"apart,artistic,background,below,black,bottom,bright,building,dark,dimly,fantastic,float,fuzzy,gradation,grain,green,greenish,image,imago,irregular,light,lower,number,orange,overall,part,picture,scatter,scattering,screen,shining,small,somewhere,space,spread,universe,vaguely,world,yellow,yellowgreen"
954,"adult,age,ask,back,cute,daughter,dodging,everyone,family,foremost,friend,girl,good,hand,happy,id,member,mother,one,party,people,piano,playing,pleasant,room,score,shown,sitting,smile,song,table,three,together,venue,watching,woman"
958,"atmosphere,back,beautifully,blue,body,building,central,chapel,church,cloth,clothes,coat,colorful,costume,different,dot,dressed,floor,front,harsh,hat,head,included,including,japan,knee,large,made,meaning,paper,partly,people,performed,photograph,praying,primary,putting,raising,red,regular,ritual,room,seat,sitting,somewhere,table,temple,throughout,upper,various,wear,wearing,white,wore,worshiping,yellow"
964,"accommodation,accumulated,amount,arranged,bath,bathroom,bathtub,beautiful,daily,fatigue,feeling,felt,glass,glassenclosed,healed,large,life,natural,neat,neatly,nice,openness,outside,place,placed,plenty,probably,quantity,really,scenery,summit,surrounded,towel,view,washroom,water,watering,white,window"
979,"arrives,auditorium,automatic,between,bright,car,closed,cobbledown,deserted,detail,did,door,emergency,equipment,etc,fresh,front,glass,ground,he,inside,nearing,outside,photographing,plant,plaza,red,running,scenery,silver,small,space,square,stand,standing,station,train,tree,understand,wall,within"
986,"creepy,even,eye,face,forehead,foreign,front,girl,hair,hand,head,long,looking,mirror,moment,much,pretty,put,reflected,room,rough,scratched,she,shown,sick,slightly,somewhat,stood,taken,touching,turn,turning,visible,white,whitish,woman,young"
988,"appears,background,black,center,clock,dark,decimal,digit,digital,digitally,dim,display,displayed,gray,idea,kind,lower,number,numbers,numerical,one,orange,place,plastic,point,represents,room,screen,small,surrounded,surroundings,time,two,value,wall,white,written"
996,"adult,bath,bathtub,being,bit,body,bubble,care,charm,cold,felt,filthy,foaming,foot,frothing,fun,hair,hand,handling,her,hot,important,lady,necessary,pink,play,process,razor,regularly,serious,shave,shaver,shaving,somewhat,strange,taking,treatment,waste,water,white,woman"
999,"attending,between,blue,broke,bumper,came,car,checked,checking,child,corner,disappointing,engine,event,feeling,full,gathered,green,hood,husband,inspected,light,lined,lining,man,middle,mother,oil,open,opened,park,parked,picnic,play,room,several,watching"
1006,"against,background,bit,black,came,center,denim,disgusting,forest,green,growing,hand,hold,kiss,kissing,man,moment,one,people,picture,pink,rain,really,shirt,taken,tree,tshirt,two,umbrella,uncomfortable,under,white,woman"
1011,"balcony,beverage,black,brick,building,city,decoration,drink,edge,enjoying,fall,fancy,fat,fence,hand,having,iron,leaning,looking,many,off,old,people,railroad,stand,standing,start,talk,waiting,weight,wonder,young"
1023,"acting,army,around,arranging,beautifully,being,big,clay,close,comical,everyone,front,good,hat,japan,khaki,kitchen,lined,loudly,loyalty,men,microphone,military,mouth,nasty,northkorean,opened,opening,people,peoples,possible,posture,same,singing,soldier,song,standing,tall,two,uniform,wearing,wide,wore"
1026,"action,big,brown,camera,center,completely,different,drama,exquisite,filming,green,hat,he,image,job,jumper,kind,landscape,looking,low,machine,making,man,movie,one,outside,position,probably,professional,serious,shooting,site,square,taking,television,touching,tv,wearing,wide,wonder"
1032,"background,black,blue,center,character,conference,desk,even,explain,foreign,front,great,hard,he,incident,light,man,master,men,more,nasa,nasas,press,problem,public,say,scene,serious,sitting,suit,talking,tell,three,tv,wear,wearing,written"
1035,"alert,big,black,brown,child,close,colored,cream,cute,dark,dog,floor,funny,hair,here,him,labrador,lined,little,middlesized,obedient,parent,protect,puppy,rare,response,retriever,sitting,someone,staying,together,turning,two,wall,white"
1045,"anything,behind,beyond,broad,built,center,continues,distance,dotted,expanding,few,guest,house,island,land,little,may,meadow,near,ocean,ocher,ordinary,passing,photo,picture,private,railroad,room,running,scattered,sea,seen,sky,spreading,taken,train,tree,vast,wilderness,window,without"
1048,"against,along,arab,background,building,colorful,costume,discrimination,distance,ethnic,gender,green,hand,head,her,holding,india,lake,mind,near,palace,pink,point,pot,put,receiving,river,shallow,silver,standing,tajmahal,temple,walking,waterfront,wearing,white,woman,women,wonderful,yellow"
1052,"back,blue,clothes,container,desk,divided,factory,feeling,flow,front,holding,id,kind,leaking,light,long,machine,making,man,many,men,outside,people,person,placed,professional,room,section,several,shirt,show,simple,state,stick,suit,various,wall,wearing,white,wide,work,working"
1058,"appear,artist,bathing,beach,coming,competition,concerned,curtain,even,fact,festival,flocking,forward,front,funky,hot,likely,little,live,looking,man,men,off,one,people,popular,red,running,sand,sandy,scene,sea,set,skateboard,skill,special,stage,start,suit,summer,surrounded,test,tournament,towards,upper,waiting,woman,women,young"
1070,"between,black,blackskinned,body,bottom,clothes,comfortable,course,dress,even,fit,got,green,he,hill,imagine,jogging,lawn,long,loose,lower,maintained,man,material,outerwear,park,personality,place,properly,road,running,serious,single,sleeve,somewhat,stoic,stretch,upper,wear,wearing,whole,winding"
1076,"automation,back,being,big,blade,box,care,carried,considerable,cut,everyone,factory,here,iron,machine,made,making,middle,moving,object,opportunity,projected,rail,run,running,square,weight,white,whole,work,working,yellow"
1078,"across,away,behind,bit,blackhaired,bridge,brown,bush,cottage,face,fence,filled,flowing,friendly,front,fun,grass,green,greenery,hair,handrail,happiness,having,impression,log,made,male,man,mountain,nearby,opponent,over,people,pink,plant,rail,shirt,short,sits,sitting,small,space,standing,stream,talking,tree,two,wary,wearing,white,woman"
1079,"accident,afterwards,applied,being,blowing,burned,burnt,car,coming,connected,emerged,extinguish,extinguishing,fighting,figure,fire,firefighter,fireman,framework,gone,hanging,hose,many,one,outdoors,remain,remains,rising,road,season,seen,smoke,snow,still,stopped,three,truck,vehicle,vigorously,water,white,winter,work"
1084,"afraid,against,applied,back,backdrop,beard,bottom,center,chinese,dark,dim,distinctive,emerging,expression,face,fear,feeling,horror,image,increase,irrational,keep,light,lighting,long,looking,man,more,movie,night,official,old,orange,orangecolored,people,room,shining,stood,style,sum,surroundings,terrible,terribly,white,wore"
1087,"afraid,along,away,been,big,brown,cattle,center,citylike,cobbled,cow,cows,dangerous,figure,hit,hitting,horn,human,lady,large,line,lined,little,old,one,onlooker,over,pattern,people,person,place,road,several,spreading,street,three,walk,walking,watching,white,wonder,wonderful"
1090,"bored,bowl,boy,boys,brother,child,cook,cooking,country,crayon,cup,draw,enthusiastic,face,family,food,friendly,girl,got,hand,home,kitchen,kneading,lightweight,making,mixing,mother,one,painting,rest,sweet,taught,three,together"
1095,"beautiful,behind,blurry,cat,catching,catstain,comfortable,country,distance,distant,environment,figure,fine,fluffy,focus,freely,front,good,grass,green,grew,growing,grumbling,head,light,looked,mission,mountain,own,plenty,really,reflected,said,scenery,seemed,seen,strong,towering,vaguely,weed"
1097,"along,around,bait,base,beautiful,becomes,born,bushy,cloudy,country,covered,deep,due,enters,far,flamingo,flowing,flying,foot,gray,group,hair,image,middle,near,one,prey,quay,river,rocky,seashore,shore,southern,stand,strange,surprised,taking,time,two,water,wild"
1105,"across,attention,black,blue,came,clerk,clothes,clothing,computer,desk,eyeglass,face,find,floating,front,glass,gray,hair,he,information,interview,jacket,job,jumper,laptop,leather,little,looking,man,matching,men,office,opposite,receiving,reception,screen,security,sitting,someone,staff,standing,table,talking,two,uniform,venue,watching,wearing,woman,wonder"
1110,"back,balloon,behind,big,center,clown,dressed,entrance,frame,front,game,glass,hand,id,made,makeup,man,men,nose,orange,outside,painted,performance,red,same,stand,standing,sticking,store,strangely,street,woman"
1124,"age,bird,book,box,chair,dish,elderly,enjoying,eye,front,fun,garden,good,great,green,kind,life,lighting,male,man,may,morning,mug,nature,nest,old,outside,person,place,reading,send,sitting,small,solitary,spreading,table,terrace,time,tree,wanted,weather,white,wondered"
1125,"along,america,area,behind,besides,bicycle,bmx,boldly,breast,car,center,chasing,city,dress,even,expose,floor,food,he,height,her,him,illuminated,impression,japan,knew,leg,light,lived,low,man,many,mini,people,picture,plump,reflected,relaxing,road,row,running,sandal,second,shirt,shop,shopping,sidewalk,skirt,store,street,sun,surprised,tight,time,top,tube,walking,wearing,wider,woman"
1133,"back,beautiful,beside,bicycle,big,bike,break,bricklike,building,chari,class,entrance,felt,front,garbage,life,light,near,nothing,opposed,ordinary,owner,parked,pink,place,reflected,scene,school,sense,several,shade,sport,stair,stopping,sun,taking,three,trash,tree,two,wall,wonder"
1136,"afraid,back,bathing,big,body,brown,center,distance,drink,drinking,elephant,entered,field,front,funny,good,grassland,heading,here,long,lying,made,meadow,navel,nose,one,pleasant,pond,puddle,put,river,scenery,screen,surface,took,true,two,walked,walking,watch,water,wonder"
1137,"another,area,around,blurred,christmas,claus,crowd,cute,deformed,doll,door,figurine,focus,good,green,handmade,house,lovely,made,model,object,place,plaster,pottery,pretty,ration,red,reminiscent,ribbon,roof,santa,scheme,shape,similar,slightly,small,somewhat,somewhere,station,wall,white,wonder"
1143,"back,big,blue,carried,cloth,container,conveyorbelt,elderly,facing,factory,female,flowed,foreground,four,front,here,inside,large,lined,machine,male,meat,men,object,one,place,placed,plateshaped,put,red,roller,shown,spread,stacked,state,thin,things,turn,turning,unclear,wide,woman,work,working,wrinkled"
1149,"across,antarctica,appearance,arctic,beach,beak,bird,bit,body,bosslike,brown,coast,cold,cool,covered,dark,descending,dignity,distance,district,eagle,expression,fearless,feather,hawk,head,high,ice,icecovered,imagined,looking,mountain,piled,place,pointy,proceed,pure,sea,seemed,sitting,snow,standing,thinking,tightly,wave,white,yellow"
1154,"behind,big,black,cell,difficult,doe,downward,everyone,facing,float,front,glass,hand,hardly,her,jacket,kind,leather,made,magnifying,map,mistake,mobile,nervous,phone,preparing,present,presentation,research,rider,serious,she,situation,stand,standing,student,turn,understand,waiting,watching,wearing,woman,wonder,work,worried,wrong"
1167,"aroma,attractive,background,big,black,bobcat,chocolate,definitely,delicious,eat,even,expression,face,gloss,hand,lame,likely,lip,lipstick,melted,mouth,nose,overgrown,painted,pinching,pink,red,seen,shorthat,shoulder,silver,sleeveless,sour,spread,strawberry,surely,sweet,tank,tip,top,wearing,woman"
1171,"above,appeal,backwards,beautiful,big,blooming,burning,cute,day,eyecatching,floret,flower,flowers,front,grassland,horizon,meadow,orange,part,pepper,pink,pretty,red,shaking,shaped,shining,sky,small,stained,sun,sunset"
1177,"aboard,adult,around,background,balloon,basketbags,behind,big,black,blue,center,certain,checking,colorful,connected,extent,fence,flying,front,gas,grassland,green,he,hold,horse,inflated,large,located,longer,men,pasture,people,person,preparing,put,raise,ranch,red,ride,rope,several,square,supposed,tree,weight,woman,working,yellow"
1180,"against,amusement,blue,center,circular,cloud,coaster,colorful,continue,continues,floating,form,fun,green,jet,looking,mark,olympic,one,park,primary,rail,red,reflected,roller,round,scary,shape,sky,white,yellow"
1185,"above,arranged,atmosphere,beautifully,bed,blooming,building,built,car,conference,country,decorated,entrance,fine,flag,flower,foreground,front,grass,held,important,international,large,lined,majestic,mean,national,near,number,open,place,raised,red,roundabout,space,square,stopped,symmetrically,turning,variety,various,visit,white,wind,yellow"
1203,"acquire,advertisement,almost,arranging,beauty,behind,black,blond,blonde,completed,connects,dressed,elliptical,everyone,face,female,forward,hair,hairdresser,haired,her,looking,loreal,lower,makeup,making,mirror,model,party,people,reflected,room,salon,seeing,setting,several,shelf,skill,steal,tool,true,two,woman,wonder"
1207,"behind,belt,ceiling,cord,curtain,fishing,glass,hand,hanging,heavy,hospital,hung,imagined,instrument,man,mask,material,men,mouth,open,pair,pretty,protective,reflected,removed,room,round,small,special,studio,treatment,tshirt,violin,wearing,white,working"
1218,"ball,black,court,disease,enjoys,exercise,foreign,friend,fun,game,good,hand,he,her,hit,holding,hot,lack,nice,origin,pant,play,playing,pleasant,racket,red,serve,she,smile,sport,standing,surrounded,sweat,tennis,tree,tshirt,wearing,weather,woman"
1229,"admire,anchored,around,away,big,board,boat,building,casino,city,contrast,conveyed,everyday,fun,harbor,highrise,huge,hull,image,included,including,large,life,liner,linked,luxury,many,ordinary,parking,passenger,place,pool,port,powerful,restaurant,roof,ship,size,sky,staying,street,swimming,trip,well,white,wonderful"
1234,"animal,animals,appealing,big,bushy,camera,caution,cool,cute,deer,deerlike,dignified,distance,ear,eye,face,figure,found,gray,hollow,kind,long,looking,meadow,mountain,noticed,place,plant,pretty,pupil,shown,stand,staring,swinging"
1238,"absent,aircraft,airplane,angle,appearing,been,bottom,center,dyed,end,favorite,few,flying,glow,house,interior,landscape,morning,orange,outside,over,part,passenger,photograph,picture,plane,private,rural,scene,scenery,seductive,sharp,sky,stick,sunset,uploaded,visible,window,wing,wishfully"
1246,"back,baking,bar,barbecue,beside,big,black,body,boiling,bonfire,burn,burning,camping,concerned,cooking,cue,curry,cut,cutting,delicious,directly,dish,eat,fire,firewood,floating,horizontal,knife,large,lateral,log,making,material,may,meat,must,nearby,onion,outdoors,plate,pot,potato,raw,rising,saucepan,sight,silver,simmering,someone,squirrel,stacked,steel,stew,thick,tree,wild"
1263,"anything,applied,art,bar,blue,board,cloth,creating,degree,flying,hit,images,jump,kind,light,little,made,may,moment,motion,object,paint,paper,plastic,plate,red,scattered,scattering,spatula,sprinkled,thrown,traffic,white,work,wrinkle,yellow"
1277,"beginning,bright,came,character,dark,done,entering,enters,felt,home,ingenuity,innovative,inside,light,lighted,overseas,passengers,people,place,reflected,seemed,show,standing,station,subway,train,tunnel,union,unusual,vehicle,visible,wall"
1288,"across,amazing,beautiful,below,big,blue,brown,canyon,castle,clear,cloud,clouds,continuing,did,everywhere,feeling,firmly,floating,grand,growing,impression,layer,light,line,linear,made,moss,mountain,mysterious,nature,nice,parallel,place,position,really,receive,redbrown,reddish,rise,rock,running,same,screen,sky,spreading,standing,straight,stratum,strong,thin,turned,two,white,whole,why,wind"
1290,"adults,big,bit,boy,boys,child,children,cloth,colorful,concrete,costume,dancing,dressed,ethnic,female,festival,flashy,girl,girls,happily,hat,he,head,her,male,marched,men,mexican,national,nice,older,overseas,purely,show,simple,situation,spectator,taller,team,walking,watching,wearing,woman"
1300,"beach,beautiful,berthing,blue,boat,distance,emerald,enjoying,green,light,nice,ocean,people,ride,sand,sandy,sea,seen,spread,spreading,staying,swimming,thin,throughout,travel,two,umbrella,wanted,water,weather,white,yacht"
1304,"africa,amazing,animal,center,dead,destroy,dig,digging,dry,elephant,express,fang,feeling,field,forest,gone,grassy,hole,impossible,kind,long,male,nature,nose,one,over,planet,protect,screen,skin,statue,touching,two,white,wondering,wrinkle"
